Order Date,Listing Address,Formatted Address,Order/Listing
4/30/25 14:58,"22184 N 101st Dr, Peoria, AZ 85383",22184 n 101st dr peoria az 85383,
4/30/25 15:34,"2920 E Mabel St 1, Tucson, AZ 85716",2920 e mabel st 1 tucson az 85716,
4/30/25 16:09,"9352 W Pioneer St, Tolleson, AZ 85353",9352 w pioneer st tolleson az 85353,
4/30/25 16:46,"1541 N La Canoa, Green Valley, AZ 85614",1541 n la canoa green valley az 85614,
4/30/25 16:56,"5395 N Entrada De Sabino, Tucson, AZ 85750",5395 n entrada de sabino tucson az 85750,
4/30/25 17:41,"12048 E Chevelon Trail, Gold Canyon, AZ 85118",12048 e chevelon trail gold canyon az 85118,
4/30/25 17:47,"637 E Settlers Trail, Casa Grande, AZ 85122",637 e settlers trail casa grande az 85122,
4/30/25 19:30,"5305 E Silverbell Rd, San Tan Valley, AZ 85143",5305 e silverbell rd san tan valley az 85143,
4/30/25 20:12,"12500 N Boscombe Dr, Marana, AZ 85653",12500 n boscombe dr marana az 85653,
5/1/25 6:35,"1155 W Calle De Sotelo, Sahuarita, AZ 85629",1155 w calle de sotelo sahuarita az 85629,
5/1/25 7:28,"1726 E Primera Dr, Casa Grande, AZ 85122",1726 e primera dr casa grande az 85122,
5/1/25 7:53,"11625 N 153rd Dr, Surprise, AZ 85379",11625 n 153rd dr surprise az 85379,
5/1/25 8:06,"25946 W Cat Balue Dr, Buckeye, AZ 85396",25946 w cat balue dr buckeye az 85396,
5/1/25 8:53,"700 S Stardust Ln, Apache Junction, AZ 85120",700 s stardust ln apache junction az 85120,
5/1/25 9:20,"5539 E Dahlia Dr, Scottsdale, AZ 85254",5539 e dahlia dr scottsdale az 85254,
5/1/25 9:22,"5026 E Sunstone Dr, San Tan Valley, AZ 85143",5026 e sunstone dr san tan valley az 85143,
5/1/25 9:23,"711 W Camino Del Rosal, Sahuarita, AZ 85629",711 w camino del rosal sahuarita az 85629,
5/1/25 9:28,"5140 N Via Condesa, Tucson, AZ 85718",5140 n via condesa tucson az 85718,
5/1/25 9:31,"329 Dublin Way, Dallas, GA 30132",329 dublin way dallas ga 30132,
5/1/25 9:32,"8733 W Laurel Ln, Peoria, AZ 85345",8733 w laurel ln peoria az 85345,
5/1/25 9:40,"14244 N 132nd Ln, Surprise, AZ 85379",14244 n 132nd ln surprise az 85379,
5/1/25 9:41,"15725 W Lundberg St, Surprise, AZ 85374",15725 w lundberg st surprise az 85374,
5/1/25 9:49,"18538 W Sanna St, Waddell, AZ 85355",18538 w sanna st waddell az 85355,
5/1/25 10:02,"8009 Turnberry Ln, Austin, TX 78744",8009 turnberry ln austin tx 78744,
5/1/25 10:12,"5795 Deerfield Trail, Atlanta, GA 30349",5795 deerfield trail atlanta ga 30349,
5/1/25 10:19,"504 E Camino Del Pinsapo, Sahuarita, AZ 85629",504 e camino del pinsapo sahuarita az 85629,
5/1/25 10:23,"4135 Moore Rd, Conley, GA 30288",4135 moore rd conley ga 30288,
5/1/25 10:28,"5707 Gerard Dr, Austin, TX 78744",5707 gerard dr austin tx 78744,
5/1/25 11:11,"19829 N 97th St, Scottsdale, AZ 85255",19829 n 97th st scottsdale az 85255,
5/1/25 11:11,"825 E Gunsight Mountain Pl, Sahuarita, AZ 85629",825 e gunsight mountain pl sahuarita az 85629,
5/1/25 11:18,"9907 Adeline St, Houston, TX 77054",9907 adeline st houston tx 77054,
5/1/25 11:21,"4110 S 234th Ave, Buckeye, AZ 85326",4110 s 234th ave buckeye az 85326,
5/1/25 11:23,"329 Meadow View Ln, Anna, TX 75409",329 meadow view ln anna tx 75409,
5/1/25 11:33,"5817 Gerard Dr, Austin, TX 78744",5817 gerard dr austin tx 78744,
5/1/25 11:38,"5813 Kara Dr, Austin, TX 78744",5813 kara dr austin tx 78744,
5/1/25 11:45,"3735 Boulder Park Dr SW, Atlanta, GA 30331",3735 boulder park dr sw atlanta ga 30331,
5/1/25 11:49,"5610 Mountain Meadow Ct, Stone Mountain, GA 30087",5610 mountain meadow ct stone mountain ga 30087,
5/1/25 11:51,"7930 Flower Trail, San Antonio, TX 78244",7930 flower trail san antonio tx 78244,
5/1/25 12:06,"5816 Monmarte Cv, Austin, TX 78744",5816 monmarte cv austin tx 78744,
5/1/25 12:21,"3131 W Cochise Dr 144, Phoenix, AZ 85051",3131 w cochise dr 144 phoenix az 85051,
5/1/25 12:26,"3131 W Cochise Dr 269, Phoenix, AZ 85051",3131 w cochise dr 269 phoenix az 85051,
5/1/25 12:28,"12425 E Barbary Coast Rd, Tucson, AZ 85749",12425 e barbary coast rd tucson az 85749,
5/1/25 12:34,"145 Lorraine Blvd, Pickerington, OH 43147",145 lorraine blvd pickerington oh 43147,
5/1/25 12:50,"4328 E Capri Ave 193, Mesa, AZ 85206",4328 e capri ave 193 mesa az 85206,
5/1/25 13:05,"2586 Williamsburg Dr, Decatur, GA 30034",2586 williamsburg dr decatur ga 30034,
5/1/25 13:07,"13523 W Remuda Dr, Peoria, AZ 85383",13523 w remuda dr peoria az 85383,
5/1/25 13:08,"1227 E Sheena Dr, Phoenix, AZ 85022",1227 e sheena dr phoenix az 85022,
5/1/25 13:13,"601 E Palo Verde Dr 27, Phoenix, AZ 85012",601 e palo verde dr 27 phoenix az 85012,
5/1/25 13:58,"4889 Hidden Creek Pl, Decatur, GA 30035",4889 hidden creek pl decatur ga 30035,
5/1/25 13:58,"5619 E Mabel St, Tucson, AZ 85712",5619 e mabel st tucson az 85712,
5/1/25 14:03,"535 W Cambridge Ave, Phoenix, AZ 85003",535 w cambridge ave phoenix az 85003,
5/1/25 14:12,"11601 W Granville Dr, Marana, AZ 85653",11601 w granville dr marana az 85653,
5/1/25 14:19,"19211 N Camino Del Sol, Sun City West, AZ 85375",19211 n camino del sol sun city west az 85375,
5/1/25 14:48,"84 E Camino Rancho Felice, Sahuarita, AZ 85629",84 e camino rancho felice sahuarita az 85629,
5/1/25 15:03,"9043 E Weyburn Dr, Tucson, AZ 85730",9043 e weyburn dr tucson az 85730,
5/1/25 15:08,"4505 E Chandler Blvd 155, Phoenix, AZ 85048",4505 e chandler blvd 155 phoenix az 85048,
5/1/25 15:23,"2745 W Sunshine Butte Dr, Queen Creek, AZ 85142",2745 w sunshine butte dr queen creek az 85142,
5/1/25 15:23,"7960 E Camelback Rd, Scottsdale, AZ 85251",7960 e camelback rd scottsdale az 85251,
5/1/25 15:29,"3938 Emerald Springs Ct, Decatur, GA 30035",3938 emerald springs ct decatur ga 30035,
5/1/25 15:47,"1927 E Ranch Rd, Tempe, AZ 85284",1927 e ranch rd tempe az 85284,
5/1/25 17:48,"2114 E Escuda Rd, Phoenix, AZ 85024",2114 e escuda rd phoenix az 85024,
5/1/25 19:53,"3830 E Lakewood Pkwy E 1051, Phoenix, AZ 85048",3830 e lakewood pkwy e 1051 phoenix az 85048,
5/1/25 19:56,"7870 S Lauder St, Tucson, AZ 85747",7870 s lauder st tucson az 85747,
5/1/25 20:17,"3925 N Maya Rd, Eloy, AZ 85131",3925 n maya rd eloy az 85131,
5/1/25 20:33,"4249 N 16th St, Phoenix, AZ 85016",4249 n 16th st phoenix az 85016,
5/1/25 21:20,"6158 E Calle Aurora, Tucson, AZ 85711",6158 e calle aurora tucson az 85711,
5/2/25 6:54,"7725 Buck Meadow Dr, Georgetown, TX 78628",7725 buck meadow dr georgetown tx 78628,
5/2/25 7:05,"13605 James Garfield St, Manor, TX 78653",13605 james garfield st manor tx 78653,
5/2/25 7:14,"146 Pebble Creek Ln, Buda, TX 78610",146 pebble creek ln buda tx 78610,
5/2/25 7:22,"326 Discovery, Kyle, TX 78640",326 discovery kyle tx 78640,
5/2/25 7:22,"287 Quarter Ave, Buda, TX 78610",287 quarter ave buda tx 78610,
5/2/25 8:20,"16343 W Morning Glory St, Goodyear, AZ 85338",16343 w morning glory st goodyear az 85338,
5/2/25 8:24,"24153 W Hilton Ave, Buckeye, AZ 85326",24153 w hilton ave buckeye az 85326,
5/2/25 8:26,"24177 W Hilton Ave, Buckeye, AZ 85326",24177 w hilton ave buckeye az 85326,
5/2/25 8:31,"12580 N Krista Ave, Marana, AZ 85653",12580 n krista ave marana az 85653,
5/2/25 10:07,"5184 W Buckskin Dr, Eloy, AZ 85131",5184 w buckskin dr eloy az 85131,
5/2/25 10:11,"717 W Chilton St, Chandler, AZ 85225",717 w chilton st chandler az 85225,
5/2/25 10:39,"1301 N 44th St, Phoenix, AZ 85008",1301 n 44th st phoenix az 85008,
5/2/25 10:41,"7125 N 23rd Ave, Phoenix, AZ 85021",7125 n 23rd ave phoenix az 85021,
5/2/25 10:46,"1273 Minnesota Ave, Columbus, OH 43211",1273 minnesota ave columbus oh 43211,
5/2/25 11:20,"3950 W Camino Del Toro, Sahuarita, AZ 85629",3950 w camino del toro sahuarita az 85629,
5/2/25 11:28,"705 Oak Dr, Munds Park, AZ 86017",705 oak dr munds park az 86017,
5/2/25 11:30,"1001 E 17th St 111, Tucson, AZ 85719",1001 e 17th st 111 tucson az 85719,
5/2/25 11:47,"12238 W Patrick Ct, Sun City, AZ 85373",12238 w patrick ct sun city az 85373,
5/2/25 11:49,"3314 W Lockwood Wy, Flagstaff, AZ 86001",3314 w lockwood wy flagstaff az 86001,
5/2/25 11:53,"18624 W Cathedral Rock Dr, Goodyear, AZ 85338",18624 w cathedral rock dr goodyear az 85338,
5/2/25 12:38,"12228 S Pewaukee St, Phoenix, AZ 85044",12228 s pewaukee st phoenix az 85044,
5/2/25 12:39,"11656 W Luxton Ln, Avondale, AZ 85323",11656 w luxton ln avondale az 85323,
5/2/25 12:42,"1210 E Oriole Ct, Cottonwood, AZ 86326",1210 e oriole ct cottonwood az 86326,
5/2/25 12:44,"4467 S 116th Ln, Avondale, AZ 85323",4467 s 116th ln avondale az 85323,
5/2/25 12:49,"19537 E Thornton Rd, Queen Creek, AZ 85142",19537 e thornton rd queen creek az 85142,
5/2/25 13:52,"4293 S Columbine Way, Gold Canyon, AZ 85118",4293 s columbine way gold canyon az 85118,
5/2/25 14:02,"28054 N Jade St, San Tan Valley, AZ 85143",28054 n jade st san tan valley az 85143,
5/2/25 14:05,"31017 N 41st Pl, Cave Creek, AZ 85331",31017 n 41st pl cave creek az 85331,
5/2/25 14:10,"17207 S Nicholas Falls Dr, Vail, AZ 85641",17207 s nicholas falls dr vail az 85641,
5/2/25 14:39,"5330 E Tierra Buena Ln, Scottsdale, AZ 85254",5330 e tierra buena ln scottsdale az 85254,
5/2/25 14:54,"900 E Harrison St, Chandler, AZ 85225",900 e harrison st chandler az 85225,
5/2/25 15:47,"18250 N 32nd St unit 1019, Phoenix, AZ 85032",18250 n 32nd st unit 1019 phoenix az 85032,
5/2/25 15:52,"8726 E Devonshire Ave, Scottsdale, AZ 85251",8726 e devonshire ave scottsdale az 85251,
5/2/25 16:02,"15217 N 15th Dr, Phoenix, AZ 85023",15217 n 15th dr phoenix az 85023,
5/2/25 16:39,"8950 E Greenview Dr, Gold Canyon, AZ 85118",8950 e greenview dr gold canyon az 85118,
5/2/25 18:50,"4160 W Granada Rd, Phoenix, AZ 85009",4160 w granada rd phoenix az 85009,
5/2/25 20:07,"3861 Trestle Ct, Columbus, OH 43204",3861 trestle ct columbus oh 43204,
5/3/25 8:58,"1506 W Laurel Ave, Gilbert, AZ 85233",1506 w laurel ave gilbert az 85233,
5/3/25 9:16,"1580 N Sage Sparrow Rd, Green Valley, AZ 85614",1580 n sage sparrow rd green valley az 85614,
5/3/25 9:56,"4206 N 38th St unit 1, Phoenix, AZ 85018",4206 n 38th st unit 1 phoenix az 85018,
5/3/25 11:52,"21450 W Meadowbrook Ave, Buckeye, AZ 85396",21450 w meadowbrook ave buckeye az 85396,
5/3/25 13:29,"425 S 93rd Pl, Mesa, AZ 85208",425 s 93rd pl mesa az 85208,
5/3/25 13:44,"2918 N Congressional Ct, Florence, AZ 85132",2918 n congressional ct florence az 85132,
5/3/25 13:46,"5759 W Saratoga Ct, Florence, AZ 85132",5759 w saratoga ct florence az 85132,
5/3/25 13:49,"156 N Hawes Rd 68, Mesa, AZ 85207",156 n hawes rd 68 mesa az 85207,
5/3/25 14:31,"850 S River Dr 2064, Tempe, AZ 85281",850 s river dr 2064 tempe az 85281,
5/3/25 14:58,"10035 E Trent Ave, Mesa, AZ 85212",10035 e trent ave mesa az 85212,
5/4/25 9:42,"8912 N Johnson Ct, Maricopa, AZ 85139",8912 n johnson ct maricopa az 85139,
5/4/25 11:06,"13272 W Montansoro Ln, Peoria, AZ 85383",13272 w montansoro ln peoria az 85383,
5/4/25 11:14,"2740 E Ponce Ct, Green Valley, AZ 85614",2740 e ponce ct green valley az 85614,
5/4/25 13:02,"625 E Silver Creek Rd, Gilbert, AZ 85296",625 e silver creek rd gilbert az 85296,
5/4/25 13:26,"15845 N 60th Dr, Glendale, AZ 85306",15845 n 60th dr glendale az 85306,
5/4/25 15:33,"9998 W Prospector Dr, Queen Creek, AZ 85142",9998 w prospector dr queen creek az 85142,
5/4/25 16:38,"10282 W Buckhorn Trail, Peoria, AZ 85383",10282 w buckhorn trail peoria az 85383,
5/5/25 7:06,"5102 Enchanted Timbers Dr, Humble, TX 77346",5102 enchanted timbers dr humble tx 77346,
5/5/25 7:10,"32742 N 15th Glen, Phoenix, AZ 85085",32742 n 15th glen phoenix az 85085,
5/5/25 7:54,"4206 N 38th St apt 1, Phoenix, AZ 85018",4206 n 38th st apt 1 phoenix az 85018,
5/5/25 8:15,"1888 Circulo Guatemala, Rio Rico, AZ 85648",1888 circulo guatemala rio rico az 85648,
5/5/25 8:29,"1074 Cherokee Heights, Stone Mountain, GA 30083",1074 cherokee heights stone mountain ga 30083,
5/5/25 8:39,"4915 Truitt Ln, Decatur, GA 30035",4915 truitt ln decatur ga 30035,
5/5/25 8:54,"8826 Lakecrest Way, Union City, GA 30291",8826 lakecrest way union city ga 30291,
5/5/25 9:03,"3181 N Brittlebush Ln, Tucson, AZ 85712",3181 n brittlebush ln tucson az 85712,
5/5/25 9:26,"16702 Peralta Bay Cir, Crosby, TX 77532",16702 peralta bay cir crosby tx 77532,
5/5/25 9:34,"4011 Rain Willow Ct, Houston, TX 77053",4011 rain willow ct houston tx 77053,
5/5/25 9:39,"12237 Cypress Ln, Fayetteville, GA 30215",12237 cypress ln fayetteville ga 30215,
5/5/25 9:49,"4202 E Broadway Rd 132, Mesa, AZ 85206",4202 e broadway rd 132 mesa az 85206,
5/5/25 9:52,"4509 E La Puente Ave, Phoenix, AZ 85044",4509 e la puente ave phoenix az 85044,
5/5/25 10:04,"1600 Lagoona Ln, Edgecliff Village, TX 76134",1600 lagoona ln edgecliff village tx 76134,
5/5/25 10:15,"1076 Plantation Blvd SE, Conyers, GA 30094",1076 plantation blvd se conyers ga 30094,
5/5/25 10:20,"5935 Caruso Forest Dr, Houston, TX 77088",5935 caruso forest dr houston tx 77088,
5/5/25 10:26,"1304 Green Terrace Dr, Round Rock, TX 78664",1304 green terrace dr round rock tx 78664,
5/5/25 10:27,"1216 E Rowlands Ln, Phoenix, AZ 85022",1216 e rowlands ln phoenix az 85022,
5/5/25 10:32,"5201 N 24th St 107, Phoenix, AZ 85016",5201 n 24th st 107 phoenix az 85016,
5/5/25 10:35,"5422 Everson Rd N, Columbus, OH 43232",5422 everson rd n columbus oh 43232,
5/5/25 10:55,"12210 Innsbruk Ct, Houston, TX 77066",12210 innsbruk ct houston tx 77066,
5/5/25 10:58,"5801 W Cortez St, Glendale, AZ 85304",5801 w cortez st glendale az 85304,
5/5/25 11:43,"450 W Sunwest Dr 190, Casa Grande, AZ 85122",450 w sunwest dr 190 casa grande az 85122,
5/5/25 12:06,"1436 Arbor Pl Dr, Morrow, GA 30260",1436 arbor pl dr morrow ga 30260,
5/5/25 12:21,"2335 Marble Falls Dr, Spring, TX 77373",2335 marble falls dr spring tx 77373,
5/5/25 12:32,"514 E Pearce Rd, Phoenix, AZ 85042",514 e pearce rd phoenix az 85042,
5/5/25 12:54,"204 Saintvry Path, Atlanta, GA 30349",204 saintvry path atlanta ga 30349,
5/5/25 12:56,"4256 Blythe Rd, Columbus, OH 43224",4256 blythe rd columbus oh 43224,
5/5/25 13:01,"3301 S Goldfield Rd unit 4093, Apache Junction, AZ 85119",3301 s goldfield rd unit 4093 apache junction az 85119,
5/5/25 13:02,"15128 W Melissa Ln, Surprise, AZ 85374",15128 w melissa ln surprise az 85374,
5/5/25 13:04,"3140 Hamilton Ave, Columbus, OH 43224",3140 hamilton ave columbus oh 43224,
5/5/25 13:05,"1847 E Kirkland Ln C, Tempe, AZ 85281",1847 e kirkland ln c tempe az 85281,
5/5/25 13:11,"3531 Brookstone Way, Union City, GA 30291",3531 brookstone way union city ga 30291,
5/5/25 13:20,"22718 Pebworth Pl, Spring, TX 77373",22718 pebworth pl spring tx 77373,
5/5/25 13:21,"6595 Oakwood Dr, Douglasville, GA 30135",6595 oakwood dr douglasville ga 30135,
5/5/25 13:48,"21231 E Nightingale Rd, Queen Creek, AZ 85142",21231 e nightingale rd queen creek az 85142,
5/5/25 13:48,"5567 Union Pointe Pl, Union City, GA 30291",5567 union pointe pl union city ga 30291,
5/5/25 14:09,"8248 E Arroyo Hondo Rd, Scottsdale, AZ 85266",8248 e arroyo hondo rd scottsdale az 85266,
5/5/25 14:09,"7150 Edgemoor Dr, Houston, TX 77074",7150 edgemoor dr houston tx 77074,
5/5/25 14:11,"4812 Browns Mill Ferry Rd, Stonecrest, GA 30038",4812 browns mill ferry rd stonecrest ga 30038,
5/5/25 14:17,"3460 Village Park Ln SW, Atlanta, GA 30331",3460 village park ln sw atlanta ga 30331,
5/5/25 14:24,"6913 McCracken Ct, Fort Worth, TX 76132",6913 mccracken ct fort worth tx 76132,
5/5/25 14:30,"4684 City View Dr, Forest Park, GA 30297",4684 city view dr forest park ga 30297,
5/5/25 14:34,"802 San Miguel Dr, Stone Mountain, GA 30083",802 san miguel dr stone mountain ga 30083,
5/5/25 14:36,"6748 E Calle Mercurio, Tucson, AZ 85710",6748 e calle mercurio tucson az 85710,
5/5/25 14:39,"24409 S Ontario Dr, Sun Lakes, AZ 85248",24409 s ontario dr sun lakes az 85248,
5/5/25 15:02,"12914 Belmont Legend Ct, Houston, TX 77047",12914 belmont legend ct houston tx 77047,
5/5/25 15:05,"2502 S Mollera, Mesa, AZ 85210",2502 s mollera mesa az 85210,
5/5/25 15:05,"3912 Margaux Dr, Atlanta, GA 30349",3912 margaux dr atlanta ga 30349,
5/5/25 15:08,"723 S Los Zafiros, Green Valley, AZ 85614",723 s los zafiros green valley az 85614,
5/5/25 15:23,"9791 E Kleindale Rd, Tucson, AZ 85749",9791 e kleindale rd tucson az 85749,
5/5/25 15:26,"839 S Westwood 170, Mesa, AZ 85210",839 s westwood 170 mesa az 85210,
5/5/25 15:35,"915 E Hampton St, Tucson, AZ 85719",915 e hampton st tucson az 85719,
5/5/25 15:49,"4240 E Bluefield Ave, Phoenix, AZ 85032",4240 e bluefield ave phoenix az 85032,
5/5/25 16:18,"14080 N Newcastle Dr, Sun City, AZ 85351",14080 n newcastle dr sun city az 85351,
5/5/25 16:27,"534 W McMurray Blvd, Casa Grande, AZ 85122",534 w mcmurray blvd casa grande az 85122,
5/5/25 16:46,"917 Cottonwood Trail, Benbrook, TX 76126",917 cottonwood trail benbrook tx 76126,
5/5/25 16:53,"5892 E Carefree Mountain Dr, Carefree, AZ 85331",5892 e carefree mountain dr carefree az 85331,
5/5/25 17:14,"4632 E Kachina Trail, Phoenix, AZ 85044",4632 e kachina trail phoenix az 85044,
5/5/25 17:39,"2217 W Painted Sunset Cir, Tucson, AZ 85745",2217 w painted sunset cir tucson az 85745,
5/5/25 21:32,"4329 E Sunnybrook Ln, Tucson, AZ 85712",4329 e sunnybrook ln tucson az 85712,
5/6/25 5:47,"5810 Effingham Dr, Houston, TX 77035",5810 effingham dr houston tx 77035,
5/6/25 8:03,"17253 W Echo Ln, Waddell, AZ 85355",17253 w echo ln waddell az 85355,
5/6/25 8:24,"2821 S Skyline Dr 149, Mesa, AZ 85212",2821 s skyline dr 149 mesa az 85212,
5/6/25 8:25,"1776 E Laddoos Ave, Queen Creek, AZ 85140",1776 e laddoos ave queen creek az 85140,
5/6/25 8:34,"16602 N Parkview Pl 102, Surprise, AZ 85374",16602 n parkview pl 102 surprise az 85374,
5/6/25 8:46,"14300 W Bell Rd unit 261, Surprise, AZ 85374",14300 w bell rd unit 261 surprise az 85374,
5/6/25 9:22,"96 S Eureka Ave, Columbus, OH 43204",96 s eureka ave columbus oh 43204,
5/6/25 9:26,"4417 Roche St, Atlanta, GA 30349",4417 roche st atlanta ga 30349,
5/6/25 9:40,"3038 Wadsworth Ct, Columbus, OH 43232",3038 wadsworth ct columbus oh 43232,
5/6/25 9:57,"7830 E Valley Vista Dr, Scottsdale, AZ 85250",7830 e valley vista dr scottsdale az 85250,
5/6/25 9:57,"3197 Ward Dr SW, Atlanta, GA 30354",3197 ward dr sw atlanta ga 30354,
5/6/25 10:20,"2755 Rockcliff Rd SE, Atlanta, GA 30316",2755 rockcliff rd se atlanta ga 30316,
5/6/25 10:27,"122 NW 2nd Ave, Cape Coral, FL 33993",122 nw 2nd ave cape coral fl 33993,
5/6/25 10:34,"10518 W Oakmont Dr, Sun City, AZ 85351",10518 w oakmont dr sun city az 85351,
5/6/25 11:01,"2611 W Quail Rd, Tucson, AZ 85746",2611 w quail rd tucson az 85746,
5/6/25 11:16,"3004 S Sunshine Blvd, Casa Grande, AZ 85194",3004 s sunshine blvd casa grande az 85194,
5/6/25 11:20,"3738 E Hash Knife Draw Rd, Queen Creek, AZ 85140",3738 e hash knife draw rd queen creek az 85140,
5/6/25 11:43,"12101 E Thunderhead Ranch Rd, Tucson, AZ 85747",12101 e thunderhead ranch rd tucson az 85747,
5/6/25 12:07,"2556 E Josephine View Dr, Green Valley, AZ 85614",2556 e josephine view dr green valley az 85614,
5/6/25 12:07,"9352 E Saturn Ave, Mesa, AZ 85212",9352 e saturn ave mesa az 85212,
5/6/25 12:23,"805 N 4th Ave 403, Phoenix, AZ 85003",805 n 4th ave 403 phoenix az 85003,
5/6/25 12:40,"1337 W Inca Dr, Coolidge, AZ 85128",1337 w inca dr coolidge az 85128,
5/6/25 12:42,"75 Wild Turkey Rd, Sedona, AZ 86351",75 wild turkey rd sedona az 86351,
5/6/25 12:46,"1329 W Inca Dr, Coolidge, AZ 85128",1329 w inca dr coolidge az 85128,
5/6/25 12:53,"4072 E Wind Break Dr, Tucson, AZ 85718",4072 e wind break dr tucson az 85718,
5/6/25 13:17,"5800 N Placita Esplendora, Tucson, AZ 85718",5800 n placita esplendora tucson az 85718,
5/6/25 13:35,"1785 Laponia Ct, Rio Rico, AZ 85648",1785 laponia ct rio rico az 85648,
5/6/25 13:38,"950 E Kelsi Ave, San Tan Valley, AZ 85140",950 e kelsi ave san tan valley az 85140,
5/6/25 13:40,"4317 E Ludlow Dr, Phoenix, AZ 85032",4317 e ludlow dr phoenix az 85032,
5/6/25 14:18,"19662 W Montecito Ave, Litchfield Park, AZ 85340",19662 w montecito ave litchfield park az 85340,
5/6/25 14:21,"1211 E Hayward Ave, Phoenix, AZ 85020",1211 e hayward ave phoenix az 85020,
5/6/25 14:24,"10619 S Brandywine Ln, Tucson, AZ 85736",10619 s brandywine ln tucson az 85736,
5/6/25 14:34,"11500 E Cochise Dr 2088, Scottsdale, AZ 85259",11500 e cochise dr 2088 scottsdale az 85259,
5/6/25 14:35,"220 Gladys Rd, Columbus, OH 43228",220 gladys rd columbus oh 43228,
5/6/25 14:54,"12831 W Maplewood Dr, Sun City West, AZ 85375",12831 w maplewood dr sun city west az 85375,
5/6/25 15:09,"6311 E Ivy St, Mesa, AZ 85205",6311 e ivy st mesa az 85205,
5/6/25 15:17,"11500 E Cochise Dr, Scottsdale, AZ 85259",11500 e cochise dr scottsdale az 85259,
5/6/25 15:40,"3605 N Zapotec Ave, Eloy, AZ 85131",3605 n zapotec ave eloy az 85131,
5/6/25 15:43,"3615 N Zapotec Ave, Eloy, AZ 85131",3615 n zapotec ave eloy az 85131,
5/6/25 16:00,"2469 Newgate Dr, Decatur, GA 30035",2469 newgate dr decatur ga 30035,
5/6/25 16:00,"1600 N Wilmot Rd unit 208, Tucson, AZ 85712",1600 n wilmot rd unit 208 tucson az 85712,
5/6/25 16:01,"17281 W Gretna St, Surprise, AZ 85388",17281 w gretna st surprise az 85388,
5/6/25 16:02,"5924 W Shangri La Rd, Glendale, AZ 85304",5924 w shangri la rd glendale az 85304,
5/6/25 16:13,"3345 E University Dr unit 47, Mesa, AZ 85213",3345 e university dr unit 47 mesa az 85213,
5/6/25 16:42,"2304 N Catalina Ave, Tucson, AZ 85712",2304 n catalina ave tucson az 85712,
5/6/25 16:44,"10401 N 52nd St unit 205, Paradise Valley, AZ 85253",10401 n 52nd st unit 205 paradise valley az 85253,
5/6/25 16:49,"1110 W Heatherbrae Dr, Phoenix, AZ 85013",1110 w heatherbrae dr phoenix az 85013,
5/6/25 19:30,"7800 E Lincoln Dr 2029, Scottsdale, AZ 85250",7800 e lincoln dr 2029 scottsdale az 85250,
5/6/25 20:30,"4349 W Cielo Grande, Glendale, AZ 85310",4349 w cielo grande glendale az 85310,
5/7/25 6:36,"19810 Hidden Shadow Ln, TX 77433",19810 hidden shadow ln tx 77433,
5/7/25 6:47,"33008 Seville St, Lake Elsinore, CA 92530",33008 seville st lake elsinore ca 92530,
5/7/25 7:29,"4812 N 37th St, Tampa, FL 33610",4812 n 37th st tampa fl 33610,
5/7/25 7:39,"10609 E Durant Dr, Mesa, AZ 85212",10609 e durant dr mesa az 85212,
5/7/25 7:40,"42406 W Posada Dr, Maricopa, AZ 85138",42406 w posada dr maricopa az 85138,
5/7/25 7:43,"14228 N 150th Ln, Surprise, AZ 85379",14228 n 150th ln surprise az 85379,
5/7/25 7:44,"2220 E 35th St, Tucson, AZ 85713",2220 e 35th st tucson az 85713,
5/7/25 8:18,"30276 N 130th Glen, Peoria, AZ 85383",30276 n 130th glen peoria az 85383,
5/7/25 8:39,"3058 E Nance St, Mesa, AZ 85213",3058 e nance st mesa az 85213,
5/7/25 8:42,"5822 Flori Ln, Orlando, FL 32808",5822 flori ln orlando fl 32808,
5/7/25 8:45,"26286 N 45th Pl, Phoenix, AZ 85050",26286 n 45th pl phoenix az 85050,
5/7/25 8:48,"9339 E Sun Lakes Blvd N, Sun Lakes, AZ 85248",9339 e sun lakes blvd n sun lakes az 85248,
5/7/25 8:52,"4621 E Mineral Rd, Phoenix, AZ 85044",4621 e mineral rd phoenix az 85044,
5/7/25 9:06,"8348 N Mammoth Dr, Tucson, AZ 85743",8348 n mammoth dr tucson az 85743,
5/7/25 9:12,"340 W Riviera Dr, Tempe, AZ 85282",340 w riviera dr tempe az 85282,
5/7/25 9:36,"9310 E Montea Pl, Tucson, AZ 85747",9310 e montea pl tucson az 85747,
5/7/25 9:48,"8905 W Jefferson St, Tolleson, AZ 85353",8905 w jefferson st tolleson az 85353,
5/7/25 9:52,"4827 Elese St, Orlando, FL 32811",4827 elese st orlando fl 32811,
5/7/25 9:58,"1961 N Hartford St, Chandler, AZ 85225",1961 n hartford st chandler az 85225,
5/7/25 10:00,"1424 14th St S, St. Petersburg, FL 33705",1424 14th st s st. petersburg fl 33705,
5/7/25 10:11,"5525 E Waltann Ln, Scottsdale, AZ 85254",5525 e waltann ln scottsdale az 85254,
5/7/25 10:13,"5423 Blueberry Dr, Orlando, FL 32811",5423 blueberry dr orlando fl 32811,
5/7/25 10:29,"819 N College Ave J132, Tempe, AZ 85288",819 n college ave j132 tempe az 85288,
5/7/25 10:36,"819 N College Ave, Tempe, AZ 85288",819 n college ave tempe az 85288,
